tract,avg
17031081500,2.48411042299553
17031081600,1.98754152690856
17031081700,2.08192910280786
17031081800,2.19315133692034
17031081900,2.18009462739513
17031090100,4.99078218347489
17031090200,3.52050911788731
17031090300,1.80676013112768
17031100100,3.82682373812372
17031100200,2.46927145997369
17031100300,2.96122403967946
17031100400,3.32402897180509
17031100500,3.4442043342291
17031100600,3.01933819970039
17031100700,3.4787112568338
17031110100,3.89930501021208
17031110200,2.7784636705205
17031110300,2.51331388205136
17031110400,3.37241154319402
17031110501,3.17549068669245
17031110502,5.15935938196388
17031120100,2.80200260231224
17031120200,3.04576882609229
17031120300,2.58946093475707
17031120400,4.32916779364085
17031130100,2.5288291226516
17031130200,2.02171224324403
17031130300,2.08824899015291
17031140100,2.63062797340594
17031140200,3.10141381440872
17031140301,2.83550367317062
17031140302,2.77080614772739
17031140400,2.20858040121646
17031140500,3.5263936218952
17031140601,3.67501398561336
17031140602,2.3522357436806
17031140701,2.29641360689903
17031140702,2.37249295628162
17031140800,2.41129152958347
17031150200,3.55993612418681
17031150300,2.79546327343322
17031150401,3.96613771404614
17031150402,3.83037634601639
17031150501,1.72840068403307
17031150502,3.65792292236064
17031150600,3.48135593596853
17031150700,3.13591685059704
17031150800,3.36326520067927
17031151001,3.17259398596193
17031151002,3.20603275812456
17031151100,2.9072764071724
17031151200,3.57847364656852
17031160100,2.86460888537317
17031160200,3.08328092006173
17031160300,3.68208571911785
17031160400,3.15399695930663
17031160501,3.0092399860749
17031160502,2.87231088274838
17031160601,2.2579214477726
17031160602,2.23986187626059
17031160700,2.60863010485849
17031160800,2.88396976607643
17031160900,2.32941636346619
17031161000,2.34568612126399
17031161100,2.74368360322155
17031161200,3.15830779095341
17031161300,3.87329474425812
17031170100,3.99747229590181
17031170200,3.19323481801777
17031170300,4.07298946695205
17031170400,4.16549511772885
17031170500,4.63725246699261
17031170600,3.52969105297585
17031170700,3.46968371088238
17031170800,5.00540177437897
17031170900,4.65268089924136
17031171000,5.27197861409518
17031171100,2.91899200758213
17031180100,3.75073585249643
17031190100,3.04876420763168
17031190200,2.72698237513587
17031190300,3.88070735503461
17031190401,2.79119929419068
17031190402,3.56744343082679
17031190601,2.63900649401005
17031190602,3.36664713207289
17031190701,3.29830894991122
17031190702,3.06501283325442
17031190800,3.48384306904207
17031190900,3.31073844663007
17031191000,3.35000103009901
17031191100,3.37218575019189
17031191200,2.72432353021816
17031191301,2.73369593588001
17031191302,3.34562651950675
17031200100,2.62584279878736
17031200200,2.50631631397331
17031200300,2.22241484230775
17031200401,2.64581722396701
17031200402,2.66671775078924
17031210100,2.55474321359417
17031210400,2.93121708136688
17031210501,2.63756552958244
17031210502,2.29027273648379
17031210601,3.23150824093662
17031210602,3.06493866796761
17031210700,3.5857285830485
17031210800,3.14651201987761
17031210900,2.61318169901819
17031220300,1.56267460073836
17031220400,2.13078258365823
17031220500,1.79567874006846
17031220601,2.98284486846311
17031220602,2.67097410959513
17031220701,2.97832766217851
17031220702,2.66835406093156
17031220901,2.74704262551413
17031220902,1.99756502872875
17031221000,2.24304611235507
17031221100,2.67261409853867
17031221200,2.51917042711561
17031221300,3.0789772638342
17031221400,4.13415641584078
17031221500,2.28881906485866
17031221600,2.08741361498107
17031222200,2.80800676775308
17031222500,1.84151395246227
17031222600,1.85062161920432
17031222700,2.2959397263168
17031222800,2.54048882791853
17031222900,2.75646918635289
17031230100,1.68331922835741
17031230200,2.32002254088024
17031230300,2.4092015331719
17031230400,1.87695358977587
17031230500,3.31098227121014
17031230600,2.72519409691315
17031230700,2.49531515509999
17031230800,3.22517879601082
17031230900,2.2878685564837
17031231100,3.4096660567038
17031231200,2.40562441488713
17031231500,3.20044161923191
17031240200,2.51815625136297
17031240300,2.63410671271588
17031240500,2.07331962471723
17031240600,2.32297152074697
17031240700,1.70471381322444
17031240800,2.29627019108959
17031240900,1.0156722459747
17031241000,1.80626457757137
17031241100,2.24056569070153
17031241200,3.15300174740903
17031241300,1.81700701038379
17031241400,2.63736932840448
17031241500,1.95170871885393
17031241600,2.12019162158121
17031242000,2.3014423152947
17031242100,1.80449946034089
17031242200,2.14582554965731
17031242300,2.49480380168112
17031242400,1.87859341132949
17031242500,2.67791300841342
17031242600,2.70238390075211
17031242700,2.92414790900602
17031242800,2.55863836458068
17031242900,2.96750383029773
17031243000,3.11903237733408
17031243100,2.89201901486129
17031243200,3.59249975059338
17031243300,1.94143058713829
17031243400,3.09715851436263
17031243500,3.71016669391063
17031250200,3.37680048869158
17031250300,3.43965951805591
17031250400,3.23210251263329
17031250500,3.94074140632189
17031250600,4.63708123132466
17031250700,3.2555457542873
17031250800,3.1596855087064
17031251000,2.50146884299787
17031251100,2.87427057907361
17031251200,3.22324335831774
17031251300,4.10673846845803
17031251400,2.23839419012382
17031251500,3.27256032254521
17031251600,3.2022710413877
17031251700,2.50033871415966
17031251800,3.48803081358599
17031251900,2.91937281071432
17031252000,4.53691183347428
17031252101,3.62551759399541
17031252102,3.77868534244052
17031252201,3.2228901473487
17031252202,3.45178330502535
17031260100,3.34215867490249
17031260200,2.87741020902713
17031260300,2.70410661741462
17031260400,2.89217012391655
17031260500,4.06691472109172
17031260600,3.69492068561122
17031260700,2.81358183851107
17031260800,2.55623363272694
17031260900,1.4854484943489
17031261000,2.85163633554926
17031270500,2.26835904233235
17031271200,2.44804310758557
17031271300,2.98095916944138
17031271400,2.83595046315216
17031271500,3.54173945167403
17031271800,3.19776732934382
17031280100,2.68825385576639
17031280400,2.24666512541463
17031280800,2.5079591828355
17031280900,3.78236609137443
17031281900,2.92454939452921
17031282700,3.768161938966
17031282800,2.02197886557708
17031283100,2.96113240372089
17031283200,3.5715900283039
17031283800,3.78347414049963
17031290900,3.32630456164777
17031291200,2.96894538240124
17031291600,2.66494920962393
17031292200,3.06615329925935
17031292400,3.29170043988388
17031292500,3.47502519818835
17031300500,2.91645597592652
17031300600,3.37564294388604
17031300700,2.29178330707776
17031300800,1.92826019710666
17031300900,2.92351260525796
17031301100,2.49906475417863
17031301200,3.087346084319
17031301600,3.40133486380714
17031301701,3.74641397815001
17031301702,5.07190355008139
17031301801,3.69365276306873
17031301802,2.94787870147707
17031301803,3.5339526683114
17031310200,3.58518378306108
17031310300,5.60938021707921
17031310400,1.63019880088472
17031310500,2.50743143765039
17031310600,2.65327838003944
17031310700,2.73513319047384
17031310800,2.15764324744098
17031310900,2.3451426164879
17031320100,1.8421754160923
17031320400,2.46825194591569
17031320600,2.59513404929955
17031330100,2.64277547984086
17031330200,2.37225135334361
17031340300,1.86905032476075
17031340400,2.10187006671969
17031340500,1.63450425956837
17031340600,3.86774816318665
17031350100,3.93060730246719
17031350400,3.41113022597913
17031351000,3.41095716823558
17031351100,3.46390777132071
17031351400,2.84311414334224
17031351500,2.39388905054555
17031360200,3.07262572306315
17031380100,2.74051205547175
17031380200,2.48455517162934
17031380500,3.4046459840005
17031380700,3.57729459093743
17031381200,2.56567092655983
17031381400,3.00509757039982
17031381500,3.13604754007143
17031381800,2.62843582682556
17031381900,2.65831196099351
17031390100,3.27576068986617
17031390200,2.02099398908518
17031390300,2.77769631564113
17031390400,2.49578796218076
17031390500,2.8064267737124
17031390600,2.66303517206798
17031390700,2.35279832749511
17031400300,3.92600805778092
17031400400,2.5579664902537
17031400500,2.99720962182548
17031400800,3.04145823408894
17031410100,1.61256284034314
17031410200,2.40121812865696
17031410500,2.14934371849142
17031410600,1.34761897682775
17031410700,1.97104492842418
17031410800,1.74011219422921
17031410900,2.51682206333304
17031411000,2.79053529863572
17031411100,1.73025413695067
17031411200,2.50254997078542
17031420100,1.79041048325564
17031420200,1.85608846150846
17031420300,2.04524511319444
17031420400,2.42901622439724
17031420500,3.00962645042972
17031420600,3.02037871280766
17031420700,3.87423008442308
17031420800,3.49468929544829
17031421200,3.08891195197308
17031430101,3.90186306389556
17031430102,3.36639424198589
17031430200,4.08802244738006
17031430300,2.70808237045411
17031430400,2.68242524285872
17031430500,3.02735892901659
17031430600,2.83003482581373
17031430700,4.55747306568119
17031430800,3.4763526707673
17031430900,3.12132204889903
17031431200,4.70621270126101
17031431301,4.15318062261255
17031431302,4.52313738163446
17031431400,4.17314078205445
17031440101,5.64389035945466
17031440102,4.85128193300731
17031440201,5.00291508951468
17031440202,4.08237309867452
17031440300,4.66455685295753
17031440600,6.10652547986207
17031440700,4.90165614560896
17031440800,4.4730047794871
17031440900,3.3650071425549
17031450300,4.72099136495461
17031460100,4.52171141465619
17031460200,4.02718363726394
17031460301,5.07687512018375
17031460302,4.6768710012428
17031460400,4.17595328406607
17031460500,3.68537532388732
17031460600,4.85933439207995
17031460700,3.45482085666744
17031461000,4.94746621966783
17031470100,5.59061340711944
17031480100,4.96661732035605
17031480200,5.08326531984245
17031480300,5.30928255057533
17031480400,4.7779679733713
17031480500,4.34336983921452
17031490300,4.67656625592446
17031490400,4.22297878421966
17031490500,4.44346516394584
17031490600,3.47114888938805
17031490700,5.49632760689928
17031490800,4.71336256254482
17031490901,4.66987608445003
17031490902,5.3201057152029
17031491000,4.46088702938042
17031491100,3.70640789215276
17031491200,5.42142402263211
17031491300,6.29684239370226
17031491400,4.0813233064344
17031500100,5.03157147391953
17031500200,4.66505266450755
17031500300,3.69321703453047
17031510100,4.15377102167408
17031510200,4.97307670227835
17031510300,4.58370811475747
17031520100,3.38533547083576
17031520200,4.21627618615423
17031520300,4.24952155619512
17031520400,4.34688600820346
17031520500,4.55710287666692
17031520600,6.78070977640769
17031530100,4.39654905699264
17031530200,5.97228565768637
17031530300,4.87115425750311
17031530400,6.52531467409975
17031530501,5.20564811144256
17031530502,5.27252476784214
17031530503,6.15079368756706
17031530600,7.18723264139307
17031540101,7.09709993940118
17031540102,4.8289684711633
17031550100,3.11298366784628
17031550200,4.71592996365107
17031560100,4.8823946182093
17031560200,2.73736113772894
17031560300,1.84209183409211
17031560400,3.19457397911425
17031560700,3.15957861620005
17031560800,3.9979202160851
17031560900,4.50717975581357
17031561000,4.48668366043924
17031561100,3.82600296321145
17031570100,3.17364352420806
17031570200,3.94918552837199
17031570300,3.83822424147414
17031570400,3.73653642594482
17031570500,3.43112991626478
17031580100,2.7935942279724
17031580200,2.91787456329852
17031580300,3.84806153001075
17031580400,3.98404358143693
17031580501,3.07608154669054
17031580502,2.8305841217783
17031580600,3.11419474739972
17031580700,3.38323035839791
17031580800,3.08782490570197
17031590500,3.38731216543499
17031590600,3.43134205058381
17031590700,3.0071981713725
17031600400,2.44117315866365
17031600600,2.13057272123956
17031600700,2.01129140416801
17031600900,2.40236946544707
17031610300,3.17078009923777
17031610400,2.75950394575998
17031610800,2.38017270671012
17031611000,2.08898599504506
17031611100,3.55367604046536
17031611200,3.40842190030074
17031611300,3.91864577415543
17031611400,3.04485395052733
17031611500,2.47713683625263
17031611600,3.55390761579161
17031611700,3.64591233972643
17031611800,3.75049048823218
17031611900,3.25596378728466
17031612000,3.72005283550902
17031612100,2.58296305528285
17031620100,3.69420081251462
17031620200,2.95619628728866
17031620300,2.85775191201668
17031620400,3.0926572836444
17031630100,2.13097310741575
17031630200,3.61930112828191
17031630300,4.07505241480099
17031630400,3.93700217361325
17031630500,2.76959083046532
17031630800,3.93483295116448
17031630900,3.25458430983592
17031640100,6.13421966356112
17031640300,5.01927213662389
17031640400,4.98209264019941
17031640500,4.51091341347055
17031640600,5.77848487557231
17031640700,4.10570196238504
17031640800,3.71975160590296
17031650100,4.41879938911174
17031650200,3.45752479705612
17031650301,3.14802697268498
17031650302,3.20823355016567
17031650400,5.07882181447394
17031650500,4.70160644373493
17031660301,5.5144752965749
17031660302,4.81917274249714
17031660400,3.99549319702091
17031660500,3.60135407898726
17031660600,4.61980234584669
17031660700,5.22881328690319
17031660800,5.2861407659134
17031660900,4.60422015033976
17031661000,5.12173414726718
17031661100,5.85034968467293
17031670100,2.19930004046452
17031670200,3.48821972923512
17031670300,4.4956572807878
17031670400,2.86060147806933
17031670500,2.20730433083351
17031670600,3.4254018038704
17031670700,5.20989701118917
17031670800,3.29305060863178
17031670900,3.25081133471303
17031671100,2.14826076469117
17031671200,4.13172999794137
17031671300,3.71219981017717
17031671400,4.6619068950121
17031671500,4.10741211241178
17031671600,5.05137545962119
17031671800,4.53897579634207
17031671900,5.84107556003045
17031672000,4.43371588048855
17031680500,2.84877716903929
17031680600,3.72843085830087
17031680900,3.92800713089254
17031681000,3.73842039519076
17031681100,4.03043531110301
17031681200,4.05866826943364
17031681300,3.62483953739427
17031681400,3.84091056193182
17031690300,3.46593916865407
17031690400,4.460377392331
17031690500,2.91862350286624
17031690900,3.66198369674725
17031691000,4.21010421564891
17031691100,3.45974334198342
17031691200,2.78306181205366
17031691300,4.64256468419799
17031691400,4.56597818663205
17031691500,3.42514149323258
17031700100,4.64791316688773
17031700200,4.52297588877712
17031700301,3.54390518073916
17031700302,4.97607393921712
17031700401,5.36917029750715
17031700402,5.92265169300693
17031700501,4.68671816577745
17031700502,4.59638100147077
17031710100,3.41279059744681
17031710200,3.75102475425182
17031710300,5.71534869391055
17031710400,4.90303235565978
17031710500,4.18869313785694
17031710600,4.15764205103932
17031710700,4.32295796791977
17031710800,4.43984170190212
17031710900,5.3799333786291
17031711000,4.8212242054158
17031711100,4.04358736002886
17031711200,4.79116087847997
17031711300,4.379112852074
17031711400,4.57959907558579
17031711500,4.62678813427707
17031720100,2.50179343373099
17031720200,4.81915555112783
17031720300,3.71393840255229
17031720400,3.00575997151003
17031720500,2.86675898934259
17031720600,3.21599384387591
17031720700,5.2056354109229
17031730100,3.87382386671422
17031730201,4.07432291741716
17031730202,5.07740565925847
17031730300,3.96786721010667
17031730400,4.11320009998807
17031730500,4.48656836219984
17031730600,4.58541853209384
17031730700,4.10015116920258
17031740100,4.05673175024124
17031740200,5.1341652444361
17031740300,3.83201862714111
17031740400,4.31764218382305
17031750100,3.94300702705867
17031750200,3.92280785293003
17031750300,2.96767540152522
17031750400,4.10257657530438
17031750500,4.48624253982444
17031750600,4.83655905515049
17031760801,4.31838901779114
17031760802,5.07884323622694
17031760803,5.42038325005145
17031770602,11.1429207323226
17031770902,6.13036389487123
17031810400,5.55422991989944
17031821402,8.4583565691504
17031823304,7.21126539842127
17031830500,3.63621008178912
17031830600,2.1986191590374
17031830700,2.35805452928769
17031830800,1.90633415066601
17031830900,2.30204489446423
17031831000,2.38116781887844
17031831100,3.21126349903484
17031831200,3.02791638207304
17031831300,2.52733754246671
17031831400,3.68140770560212
17031831500,4.48738266218852
17031831600,3.53291942360519
17031831700,4.10361400775404
17031831800,2.30537301800568
17031831900,2.33935653690222
17031832000,2.05032369482155
17031832100,1.58400517906196
17031832200,2.45498512891835
17031832300,2.64781589857102
17031832400,2.18480862471616
17031832500,2.15557318186559
17031832600,1.93886825635658
17031832900,1.9835382521849
17031833000,2.70312732039548
17031833100,2.24226149423953
17031833300,2.65595906659145
17031833900,4.14808910071172
17031834000,4.03636352359515
17031834200,4.05229687836018
17031834300,4.39622659804852
17031834400,2.77558560222396
17031834500,2.6551395491656
17031834600,3.19066425221776
17031834700,3.24273090828026
17031834800,3.08603095637042
17031834900,3.78688840769815
17031835000,4.08640962971967
17031835100,3.74120374516338
17031835200,3.7968611163734
17031835500,4.27441067052214
17031835600,4.42339089317192
17031835700,2.94537434887794
17031835800,3.1030881160825
17031835900,2.99757774318752
17031836000,2.20838093029524
17031836100,2.21511412090731
17031836200,1.57468384031131
17031836300,1.79068745870201
17031836400,2.97039050366042
17031836500,3.30432385900425
17031836600,2.17093455502039
17031836700,2.54810222293596
17031836800,2.78924917748335
17031836900,2.7166080919515
17031837000,2.95266084414111
17031837100,2.99842603211849
17031837300,3.00772659156838
17031837400,2.87464078028439
17031837800,3.18043956688026
17031838000,2.83212852367028
17031838100,2.71837710469068
17031838200,2.34405223300876
17031838300,2.28600962439093
17031838600,2.23429787443225
17031838700,3.13635944161841
17031838800,4.3701148776165
17031839000,2.29966641965461
17031839100,2.5480845209112
17031839200,3.35349499338049
17031839500,3.28335320395528
17031839600,3.38512775455172
17031839700,2.27371215434843
17031839800,2.25438574786759
17031839900,2.45275775538221
17031840000,2.20496026444738
17031840100,2.26094910328793
17031840200,1.93898563060609
17031840300,2.06126894017787
17031840400,2.6911610235899
17031840700,3.31984894043842
17031840800,2.2245130098278
17031841000,2.76429012326265
17031841100,1.73150759812743
17031841200,2.45259190307334
17031841300,3.60324251175723
17031841400,3.51567381143247
17031841500,2.86879442307775
17031841600,3.04496882047464
17031841700,2.67264323388452
17031841800,2.89160491881924
17031841900,3.76882970422857
17031842000,2.77028992415005
17031842100,2.87155557733759
17031842200,2.58788206997277
17031842300,2.59046699974777
17031842400,4.03657872800509
17031842500,3.47772921053489
17031842600,3.06159129474647
17031842800,3.82732925738627
17031842900,2.50993632006647
17031843000,2.95748728138353
17031843100,2.04836109649092
17031843200,3.49045355651916
17031843300,2.84783146776912
17031843400,2.90047121266586
17031843500,2.02632581342581
17031843600,2.66992253402073
17031843700,1.85870434778216
17031843800,2.49972619785559
17031843900,2.73308366927249
