placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
zzz-222@5sb-833-cnq,sg:e13f298fd8de4a878a31c03fb3ff3816,,,Terney Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.873264,-88.389977,Terney Park,Geneva,IL,60134,US,NA,,,,NA,,2019-07
zzz-222@5sb-xv2-7yv,sg:e607499a3b884de498619d92acc04efb,,,Memorial Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.264096,-89.24811,W Soper St,Winnebago,IL,61088,US,NA,,,,NA,,2019-07
zzz-222@5pw-6c9-89z,sg:6353d5e9109149cc991f40b9c26f4d2d,,,Tuley Murray,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.729706,-87.612365,501 E 90th Pl,Chicago,IL,60619,US,13127476763,,,,NA,,2019-07
zzz-222@5sb-d2g-j9z,sg:686717f66e614ad9a3805f4467119bff,,,Briarwood Nature Area,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.156841,-87.823873,2127 Old Briar Rd,Deerfield,IL,60015,US,NA,,,,NA,,2019-07
zzz-222@5pk-94m-zzz,sg:71b044b880e7489cb93f2fcf598d7420,,,Jaycee Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.798901,-89.618394,2400 E Monroe St,Springfield,IL,62703,US,NA,,,,NA,,2019-07
zzz-222@5pk-94t-wtv,sg:9b6bd9e9a61b454790bdb61f6d3b8626,,,Janice Bentley Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.820493,-89.610281,2700 Keys Ave,Grandview,IL,62702,US,NA,,,,NA,,2019-07
zzz-222@5sb-vy3-d7q,sg:a7431d6ce5894e61b5b96415eeb6db5d,,,French Creek Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.800189,-89.961433,Crosby Rd,Morrison,IL,61270,US,NA,,,,NA,,2019-07
zzz-222@5ph-z4q-fvf,sg:77812c6c175c4551a2efd34b7efbff18,,,Williams St Ballpark,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.004065,-89.666741,W Williams St & S Chester St,Steeleville,IL,62288,US,NA,,,,NA,,2019-07
222-222@5pv-ygc-66k,sg:c619acbab9124d719e4d2a90d709a0da,,,Sand Ridge Nature Center,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.60561,-87.565704,15891 Paxton Ave,South Holland,IL,60473,US,17088680606,,,,NA,,2019-07
zzz-222@5sb-7gb-2ff,sg:ca6a243d48bb4322adc316ad331f3aeb,,,Savanna Springs Tot Lot,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.401216,-88.081458,Savanna Springs Tot Lot,Lake Villa,IL,60046,US,NA,,,,NA,,2019-07
zzz-222@5pw-6qv-5vf,sg:cd85c3db5916472eab3d24fdc3d76c44,,,Jacobs Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.048769,-87.788696,9226 Natchez Ave,Morton Grove,IL,60053,US,NA,,,,NA,,2019-07
zzz-222@5sb-8gg-q75,sg:ea8b7d41e0504664ad47ceb09265c50a,,,Einstein Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.034434,-87.929404,355 W Walnut Ave,Des Plaines,IL,60016,US,NA,,,,NA,,2019-07
zzy-222@5sb-ddx-xyv,sg:f6334626d2bc4ade91ed4073221335a3,,,Greenbelt Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.335925,-87.873523,1210 Green Bay Rd,North Chicago,IL,60064,US,NA,,,,NA,,2019-07
zzz-222@5pw-68m-hh5,sg:6364b9ecfadc474aa1af88d622e59344,,,Veterans Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.843641,-87.813279,7600 W 26th St,North Riverside,IL,60546,US,NA,,,,NA,,2019-07
zzz-222@5sb-8gj-mkz,sg:78ad444428c645a18a1178a1691a4c90,,,Robert T Jackson Clearwater Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.050911,-87.964487,Unknown,Mount Prospect,IL,60056,US,NA,,,,NA,,2019-07
zzz-222@5sb-8jw-6ff,sg:a6072dc2711c45a5bda2e7e766b14de4,,,Burnidge Woods,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.065187,-88.32952,2050 Banks Dr,Elgin,IL,60123,US,NA,,,,NA,,2019-07
zzz-222@5sb-dgs-nyv,sg:c38161e6b47f4381a60af45e70a418bc,,,Undeveloped Eagle Ridge And Lewis Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.417953,-87.860565,Undeveloped Eagle Ridge And Lewis Park,Waukegan,IL,60087,US,NA,,,,NA,,2019-07
zzz-222@5sb-cww-q2k,sg:044d669dba5c4d1f980a4a03b7fedd1b,,,Wortham Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.252497,-88.024652,Wortham Park,Mundelein,IL,60060,US,NA,,,,NA,,2019-07
zzz-222@5sb-7zw-789,sg:08585320b4044a93a1ecae0dd6416650,,,Fox River Bluff County Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.947496,-88.308903,Fox River Bluff County Forest Preserve,Saint Charles,IL,60174,US,NA,,,,NA,,2019-07
zzw-222@5pt-w5m-k75,sg:2bb584b9773f44eb8fa39c751030f03d,,,Kennekuk Cove County Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.200282,-87.724487,22296 Henning Rd,Danville,IL,61834,US,NA,,,,NA,,2019-07
zzz-222@5pw-nnh-rtv,sg:641baed57ba443ea988d26524acaa2bc,,,Steward Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.667996,-88.525735,Main Street,Plano,IL,60545,US,NA,,,,NA,,2019-07
zzz-222@5pv-35x-q2k,sg:7b771c5a951c4f5da9003ed6d04344f7,,,Mann Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.765411,-87.984358,601 E Crescent St,Gilman,IL,60938,US,NA,,,,NA,,2019-07
zzz-222@5sb-82q-h3q,sg:a6c7ae5ab3a74c5b8615a15bf5301c88,,,Corron Farm,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.98072,-88.404436,7N761 Corron Rd,Campton Hills,IL,60175,US,NA,,,,NA,,2019-07
zzz-222@5pw-6bz-2zf,sg:d434ca372cf94f439550f56abc648f98,,,62Nd And Dorchester Garden,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.782605,-87.591019,62nd And Dorchester Garden,Chicago,IL,60637,US,NA,,,,NA,,2019-07
223-222@5sb-d4d-d5f,sg:d6a1411016e349a68abdc66269c533bd,,,Tower Road Beach,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.115345,-87.742087,1010 Tower Rd,Winnetka,IL,60093,US,NA,,,,NA,,2019-07
zzz-222@5sb-d48-ghq,sg:151afb86f0694bb29353f095e6fddc8f,,,Sheridan Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.215102,-87.81963,3430 Western Ave,Highland Park,IL,60035,US,NA,,,,NA,,2019-07
zzz-222@5pw-68r-n89,sg:28c9c19f3bc74f73a6b3ed63d7d67c84,,,Swan Pond,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.824014,-87.819985,Unknown,Riverside,IL,60546,US,NA,,,,NA,,2019-07
zzz-222@5pk-gfj-p9z,sg:588e762feb6c404aa57bfc2edd6a71e4,,,Olney City Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.736057,-88.092654,West Saint John St & North Ludlow St,Olney,IL,62450,US,16183951473,,,,NA,,2019-07
zzz-222@5pw-j54-mx5,sg:d90e696a9c044d0bb8672c5ee3441f08,,,Spring Lake Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.132677,-88.863718,Spring Lake Park,Streator,IL,61364,US,NA,,,,NA,,2019-07
zzz-222@5pw-6fc-hqz,sg:e7a6884ae9954fa7adf037ac4362308b,,,Perspectives,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.827795,-87.625215,Perspectives,Chicago,IL,60653,US,NA,,,,NA,,2019-07
zzz-222@5sb-8dq-mc5,sg:18a1d961ba13410ab947514a3d2e6da4,,,Andrews Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.020414,-87.985268,305 Oakton St,Elk Grove Village,IL,60007,US,NA,,,,NA,,2019-07
zzz-222@5sb-7xn-dgk,sg:3b83572f691d443b878b86b07cd04689,,,Memorial,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.786792,-88.024835,Memorial,Downers Grove,IL,60515,US,NA,,,,NA,,2019-07
zzz-222@5pw-6q6-9fz,sg:802e6d4dd8b449ff88bdb68644be469f,,,Smith 1 Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.049982,-87.693182,Smith 1 Park,Evanston,IL,60201,US,NA,,,,NA,,2019-07
zzz-222@5pv-mcw-fpv,sg:2b1cbba3613247ae9de19eec7f2ee90b,,,Sweitzer Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.706968,-89.405898,Sweitzer Park,Washington,IL,61571,US,NA,,,,NA,,2019-07
zzw-223@5pw-6bx-st9,sg:7a332173e8284ef08f80b3cd0c163bcb,,,Lucky Strike Hyde Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.794653,-87.60081,1055 E 55th St,Chicago,IL,60615,US,NA,,,,NA,,2019-07
zzy-222@5sb-hkb-pjv,sg:b95b2b9df7ec4027b974bc9eaef003a0,,,Dunleith Park District,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.4953,-90.622766,Parklane Dr,East Dubuque,IL,61025,US,18157473100,,,,NA,,2019-07
zzz-222@5sb-7kc-m8v,sg:bdfb595c67a546c29cdc9e2a01f3eb0e,,,Rush Creek,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.395212,-88.589492,Rush Creek,Harvard,IL,60033,US,NA,,,,NA,,2019-07
zzy-222@5pv-jt9-92k,sg:29fabfd0d74647258558bb9f5ab7d123,,,Savannah Green Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.524317,-88.970791,1010 Bull St,Normal,IL,61761,US,NA,"{ """"Mon"""": [[""""6:00"""", """"23:00""""]], """"Tue"""": [[""""6:00"""", """"23:00""""]], """"Wed"""": [[""""6:00"""", """"23:00""""]], """"Thu"""": [[""""6:00"""", """"23:00""""]], """"Fri"""": [[""""6:00"""", """"23:00""""]], """"Sat"""": [[""""6:00"""", """"23:00""""]], """"Sun"""": [[""""6:00"""", """"23:00""""]] }",,,NA,,2019-07
zzz-222@5sb-9qd-gtv,sg:6055b86d02764b63bb25fa75cc4f4836,,,Emil Cassier Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.013538,-88.689274,Kellum St,Sycamore,IL,60178,US,NA,,,,NA,,2019-07
zzz-222@5pw-6qh-bff,sg:69c782a1a8d3478681e76e6fdccb0308,,,Gross,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.969327,-87.696667,2708 W Lawrence Ave,Chicago,IL,60625,US,NA,,,,NA,,2019-07
zzz-222@5pw-69g-gc5,sg:091cd2b738074c4c922e79af2376471a,,,Superior,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.894599,-87.679755,2101 W Superior St,Chicago,IL,60612,US,NA,,,,NA,,2019-07
zzz-222@5sb-87g-54v,sg:15b6c609b42d4f4f897d91ea48fd94df,,,Hidden Lake Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.828519,-88.051668,Hidden Lake Forest Preserve,Downers Grove,IL,60515,US,NA,,,,NA,,2019-07
zzz-222@5sb-d4v-mtv,sg:405595c707cf49a39d5dc1897dd0a07c,,,Spring Lake Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.198326,-87.916793,Spring Lake Park,Lincolnshire,IL,60069,US,NA,,,,NA,,2019-07
zzz-222@5sb-7s3-s5z,sg:635878c80241448bb9336f76dfcb7249,,,Kemmering Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.975084,-88.078364,400 S Prospect St,Roselle,IL,60172,US,NA,,,,NA,,2019-07
zzz-222@5pw-694-w6k,sg:700016cd3e3d401984612553116e3450,,,Falconer,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.935461,-87.750725,Falconer,Chicago,IL,60641,US,NA,,,,NA,,2019-07
zzz-222@5sb-85n-4vz,sg:7e77c16dc95149ebaf93b9196acd78b2,,,William Friedrich Memorial Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.76425,-88.148717,720 S Washington St,Naperville,IL,60540,US,NA,,,,NA,,2019-07
zzz-222@5sb-7yh-skf,sg:8611dbe26d174f589c83cd9ea952a777,,,Mayfair Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.839674,-87.89262,Unknown,Westchester,IL,60154,US,NA,,,,NA,,2019-07
zzz-222@5sb-782-djv,sg:98343fa1ede64eb4885edde0e6c3724c,,,Ted Spella Community Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.161744,-88.347698,2610 Harnish Dr,Algonquin,IL,60102,US,NA,,,,NA,,2019-07
zzz-222@5sb-8d9-yn5,sg:de280dde1aa54b71aed36aba5d2bf653,,,Clocktower Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.954332,-87.8643,Unknown,Schiller Park,IL,60176,US,NA,,,,NA,,2019-07
222-222@5pj-8f9-7dv,sg:f231e5f29d934da3ba31bb9b1145e16f,,,Fort Massac State Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,37.144516,-88.70914,1308 E 5th St,Metropolis,IL,62960,US,16185244712,,,,NA,,2019-07
22q-222@5pw-69f-swk,sg:2a80f51e5b62404fb68484fbcfb68b4d,,,One Tree Forest Films,,,"Museums, Historical Sites, and Similar Institutions",Zoos and Botanical Gardens,712130,41.890497,-87.682944,2219 W Grand Ave Ste 1E,Chicago,IL,60612,US,17738289027,"{ """"Mon"""": [[""""9:00"""", """"17:00""""]], """"Tue"""": [[""""9:00"""", """"17:00""""]], """"Wed"""": [[""""9:00"""", """"17:00""""]], """"Thu"""": [[""""9:00"""", """"17:00""""]], """"Fri"""": [[""""9:00"""", """"17:00""""]], """"Sat"""": [], """"Sun"""": [] }",,,NA,,2019-07
zzz-222@5sb-dgd-3kf,sg:84b97385078649c9a9d3d8b36874ffe0,,,Jordan Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.475832,-87.874834,Jordan Park,Zion,IL,60099,US,NA,,,,NA,,2019-07
zzz-222@5pw-p6b-s5z,sg:9f28b8166df7481b9adddb8deb84cc8c,,,Peck Farm Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.869324,-88.361478,Kaneville Road,Geneva,IL,60134,US,NA,,,,NA,,2019-07
zzw-222@5pw-2rx-x3q,sg:be687bcf35ec442cb5550f219127a1bd,,,Wolfe Playground Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.696757,-87.704554,3325 W 108th St,Chicago,IL,60617,US,13127477005,,,,NA,,2019-07
zzz-222@5pv-mt7-n89,sg:d167f05a36974339b6023622bc57ed3c,,,Heritage Lake Beach Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.549351,-89.340376,300 Heritage Dr,Heritage Lake,IL,61755,US,NA,,,,NA,,2019-07
zzz-222@5pw-2dm-tsq,sg:ebe5c767fedc48e78dd4e688407c67e6,,,Clover Ridge Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.595243,-88.032977,Clover Ridge Park,Lockport,IL,60441,US,NA,,,,NA,,2019-07
zzz-222@5pw-6cv-k4v,sg:b25e804c55d84001bf11c910db7dde3a,,,Honore Street Urban Farm,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.787349,-87.671024,Honore Street Urban Farm,Chicago,IL,60636,US,NA,,,,NA,,2019-07
zzz-222@5sb-7wp-yjv,sg:ed132cdb1ed94bafa0631eb2e529c51d,,,Washington Circle,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.790883,-87.929294,23 Washington Circle,Hinsdale,IL,60521,US,NA,,,,NA,,2019-07
zzz-222@5sb-784-jvz,sg:00850d16684848ba96a0efada3e926a0,,,Coventry Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.218742,-88.328591,Coventry Park,Crystal Lake,IL,60014,US,NA,,,,NA,,2019-07
zzz-222@5pv-mms-t9z,sg:a7b055fea8f24d80a8cd80c5842ed180,,,Riverplex,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.696313,-89.576966,600 NE Water St,Peoria,IL,61603,US,13092821700,"{ """"Mon"""": [[""""5:00"""", """"22:00""""]], """"Tue"""": [[""""5:00"""", """"22:00""""]], """"Wed"""": [[""""5:00"""", """"22:00""""]], """"Thu"""": [[""""5:00"""", """"22:00""""]], """"Fri"""": [[""""5:00"""", """"22:00""""]], """"Sat"""": [[""""7:00"""", """"19:00""""]], """"Sun"""": [[""""7:00"""", """"19:00""""]] }",,,NA,,2019-07
zzz-222@5sb-7wr-8qf,sg:19cd69451b84499bac38f6675a9ea61d,,,Frittz Werley Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.80712,-87.973808,75 E Richmond St,Westmont,IL,60559,US,NA,,,,NA,,2019-07
zzz-222@5pw-2bg-xh5,sg:8faa801e9cfd463fb8da8f1e18e98817,,,Brent Hassert Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.592005,-88.096272,Brent Hassert Park,Crest Hill,IL,60403,US,NA,,,,NA,,2019-07
zzz-222@5pw-28q-3yv,sg:978201af2eec44ff9d8405f098f03865,,,Millennium Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.550954,-87.672871,18600 Harwood Ave,Homewood,IL,60422,US,NA,,,,NA,,2019-07
zzz-222@5pv-3bm-g49,sg:adf428843d064ba2afd28f57c84742af,,,Schuyler Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.1275,-87.862859,150 E Mulberry,Kankakee,IL,60901,US,NA,,,,NA,,2019-07
zzz-222@5pj-5r8-tsq,sg:ea2aa96bdb4c4e11a36b7e1efb2d6430,,,Tosco Kendall Hill Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.840703,-90.042587,76 Drive,Roxana,IL,62084,US,NA,,,,NA,,2019-07
zzy-222@5q2-b5t-p9z,sg:0789411586464efd8fb81ae893045469,,,Pike Adams Sportmen's Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.727225,-91.066271,31943 250th St,Barry,IL,62312,US,12173352251,,,,NA,,2019-07
zzz-222@5pv-3c4-cdv,sg:b20dc03a1b1046d0b28d4ff9acb3b9d7,,,Gooseberry Island Nature Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.065229,-87.817086,River Rd,Aroma Park,IL,60901,US,NA,,,,NA,,2019-07
zzz-222@5pw-624-5mk,sg:c81137ae46494fac9a7ff2f5eb127084,,,61St Pl Dorchester,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.892335,-87.638519,61st Pl Dorchester,Chicago,IL,60654,US,NA,,,,NA,,2019-07
zzz-222@5pw-pbb-h5z,sg:39ebc4eac54a49e9ba69971f792e2529,,,Harbor Springs Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.721045,-88.239166,Harbor Springs Park,Aurora,IL,60503,US,NA,,,,NA,,2019-07
222-222@5ph-yv2-n3q,sg:5a88d1deab8343a9affc6e0c3924dd1c,,,Pyramid State Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.03422,-89.404048,1562 Pyramid Park Rd,Pinckneyville,IL,62274,US,16183572574,,,,NA,,2019-07
zzz-222@5pw-275-bhq,sg:7f292ee6433d4c469ed97566516fd4d0,,,Pine Lake,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.444591,-87.706054,24600 S Steger Monee Rd,University Park,IL,60449,US,NA,,,,NA,,2019-07
zzz-222@5pk-s6b-vzz,sg:81208499016b4ecca5e2b380c927486f,,,Roxana Community Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.853661,-90.073223,407 Chaffer Ave,Roxana,IL,62084,US,16182547485,,,,NA,,2019-07
zzz-222@5pw-2w8-7h5,sg:f703aa055cee418998afcd52955466e9,,,Smart Oaks Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.731396,-87.979014,1500 North Frontage Road,Darien,IL,60561,US,NA,,,,NA,,2019-07
zzy-222@5sb-6vv-dsq,sg:3e9977222c624d32b09c51b2eaca87bf,,,McHenry County Conservation District,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.350718,-88.27781,4024 W Orleans St,McHenry,IL,60050,US,18153638716,,,,NA,,2019-07
zzz-222@5pv-n5b-nnq,sg:5a0520d59212464b84663fe97e42b49f,,,Camp Wokanda,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.838377,-89.584652,Camp Wokanda,Peoria,IL,61615,US,NA,,,,NA,,2019-07
zzz-222@5pw-25j-8y9,sg:6e81238c29c843eeabe3710b2ce12485,,,Bicentennial Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.595852,-87.789584,Unknown,Tinley Park,IL,60477,US,NA,,,,NA,,2019-07
zzz-222@5pw-2m5-w6k,sg:7c3a1c37979a4bcb935f2a7ae4737316,,,Garywood Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.774739,-87.90952,12000 Plainfield Rd,Burr Ridge,IL,60527,US,NA,,,,NA,,2019-07
zzz-222@5pw-2n5-835,sg:a96d70fbf4104286812818ec8b288904,,,Anderson Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.727633,-87.731051,Anderson Park,Oak Lawn,IL,60456,US,NA,,,,NA,,2019-07
zzz-222@5pw-2pd-5mk,sg:c6b2d904ab734f929e5b1af49d3ae71e,,,Zuziak Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.628706,-87.68628,145th Street & Cleveland Avenue,Posen,IL,60469,US,NA,,,,NA,,2019-07
zzz-222@5sb-b6f-vcq,sg:2f72ef335a754f20abc800d76297c5fb,,,Rotary Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.928644,-88.735203,1504 E State St,DeKalb,IL,60115,US,NA,,,,NA,,2019-07
zzz-222@5pv-ydr-f2k,sg:a65131ef8c2446f7bf4d6ff411038b03,,,Estates Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.555166,-87.641735,Unknown,Homewood,IL,60425,US,NA,,,,NA,,2019-07
zzz-222@5sb-7v6-49z,sg:be192d25095a479498606cd412654276,,,Carson Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.994733,-88.037082,1451 Kathleen Way,Elk Grove Village,IL,60007,US,NA,,,,NA,,2019-07
zzz-222@5pw-3ks-4d9,sg:c092dc13ebbe46ea9e0cc767694b773e,,,Prairie Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.359023,-87.616859,1469 Somerset Dr,Beecher,IL,60401,US,NA,,,,NA,,2019-07
zzz-222@5pw-239-xdv,sg:e7cee416e9a648eda6ad16288d99f2cf,,,Equestrian Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.604226,-87.886889,15657 Shire Dr,Orland Park,IL,60467,US,NA,,,,NA,,2019-07
zzz-222@5sb-6x3-pd9,sg:645df12067cd47dcb16db94ade7792c1,,,Lions Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.19836,-88.226083,Lions Park,Fox River Grove,IL,60021,US,NA,,,,NA,,2019-07
226-222@5sb-dfc-zj9,sg:84420fc8e8734a04ae04c2089e7e9588,,,Grandwood Park Park District,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.395169,-87.986197,36630 N Hutchins Rd,Grandwood Park,IL,60031,US,18473560008,"{ """"Mon"""": [[""""12:00"""", """"17:00""""]], """"Tue"""": [[""""12:00"""", """"17:00""""]], """"Wed"""": [[""""12:00"""", """"17:00""""]], """"Thu"""": [[""""12:00"""", """"17:00""""]], """"Fri"""": [[""""12:00"""", """"17:00""""]], """"Sat"""": [], """"Sun"""": [] }",,,NA,,2019-07
zzz-222@5sb-t4h-xt9,sg:8abd87cff3a74c4393079570097fa1af,,,Central Memorial Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.789828,-89.692307,E 4th St,Sterling,IL,61081,US,NA,,,,NA,,2019-07
zzz-222@5sb-86v-b6k,sg:a169b7c4bb0c4a65ae99e8bed5bce8e7,,,Riverside Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.869772,-88.166218,Riverside Park,Winfield,IL,60190,US,NA,,,,NA,,2019-07
zzz-222@5pw-npy-gtv,sg:0ccf0f038ec849658164b6e9fadb87e6,,,Lakeview Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.671366,-88.351286,Bartlett Lake Prairie Wetland,Oswego,IL,60543,US,NA,,,,NA,,2019-07
